Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
INTC,59.13,Call,60.50,07/10/20,8,0.34,0.38,0.42,0.37,970,320,3.03,25.10%,07/02/20
NVDA,384.49,Call,410.00,07/10/20,8,0.75,0.9,1.05,0.77,1902,627,3.03,32.00%,07/02/20
TSLA,1208.66,Call,1300.00,07/17/20,15,25.50,25.73,25.95,25.75,3683,1215,3.03,59.79%,07/02/20
NVDA,384.49,Call,402.50,07/10/20,8,1.52,1.77,2.02,1.67,594,197,3.02,31.96%,07/02/20
NIO,9.38,Call,10.00,07/24/20,22,1.02,1.12,1.22,1.10,1094,362,3.02,146.76%,07/02/20
TSLA,1208.66,Call,1200.00,07/17/20,15,58.70,59.85,61.00,60.50,8836,2923,3.02,57.23%,07/02/20
XOM,44.08,Call,46.00,07/10/20,8,0.17,0.18,0.19,0.18,13239,4377,3.02,29.88%,07/02/20
XOM,44.08,Put,43.00,07/10/20,8,0.41,0.44,0.48,0.46,1593,530,3.01,35.14%,07/02/20
BABA,223.6,Put,220.00,07/10/20,8,2.00,2.14,2.28,2.10,1185,395,3,27.83%,07/02/20
AAPL,364.11,Put,345.00,07/24/20,22,3.00,3.15,3.30,3.25,1234,413,2.99,29.20%,07/02/20
DISCA,20.79,Put,20.00,10/16/20,106,1.70,1.83,1.95,1.70,700,235,2.98,48.31%,07/02/20
BA,180.81,Call,320.00,08/21/20,50,1.08,1.09,1.10,1.08,1120,376,2.98,85.48%,07/02/20
AAL,12.5,Put,12.50,07/10/20,8,0.65,0.66,0.67,0.66,5312,1780,2.98,89.74%,07/02/20
AMZN,2890.3,Call,2600.00,07/17/20,15,284.00,293.23,302.45,294.03,10231,3435,2.98,28.91%,07/02/20
TSLA,1208.66,Call,1300.00,07/24/20,22,47.05,51.13,55.20,50.18,512,173,2.96,71.81%,07/02/20
FB,233.42,Call,237.50,07/31/20,29,9.00,9.65,10.30,9.60,657,222,2.96,43.12%,07/02/20
NVDA,384.49,Call,400.00,07/10/20,8,2.00,2.05,2.10,2.05,7535,2545,2.96,31.55%,07/02/20
JNJ,140.97,Call,142.00,07/17/20,15,2.08,2.19,2.30,2.01,558,189,2.95,21.46%,07/02/20
LYFT,31.82,Call,34.00,07/10/20,8,0.27,0.3,0.33,0.28,782,265,2.95,52.37%,07/02/20
TSLA,1208.66,Call,1520.00,07/10/20,8,2.71,2.84,2.97,2.76,1051,360,2.92,87.75%,07/02/20
EA,133.84,Put,120.00,01/15/21,197,5.50,6.48,7.45,7.25,501,172,2.91,36.18%,07/02/20
BAC,23.29,Call,22.50,07/10/20,8,0.96,0.99,1.02,0.98,702,241,2.91,35.50%,07/02/20
ROKU,128.65,Put,125.00,07/10/20,8,2.40,2.47,2.54,2.47,1094,377,2.9,54.10%,07/02/20
DIS,112.18,Put,112.00,07/10/20,8,2.08,2.21,2.34,2.22,1155,398,2.9,35.14%,07/02/20
DOCU,190.99,Call,200.00,08/21/20,50,11.00,11.85,12.70,12.00,924,320,2.89,55.38%,07/02/20
WKHS,20.91,Call,5.00,07/17/20,15,15.80,16,16.20,15.88,2516,871,2.89,0.00%,07/02/20
BYND,140.72,Put,135.00,08/21/20,50,13.55,14,14.45,13.50,1627,565,2.88,80.55%,07/02/20
JPM,92.66,Call,94.00,07/10/20,8,1.16,1.2,1.24,1.15,2094,727,2.88,31.33%,07/02/20
CLDR,12.27,Put,12.50,11/20/20,141,2.03,2.3,2.57,2.20,1023,357,2.87,69.72%,07/02/20
FB,233.42,Call,245.00,07/10/20,8,1.03,1.04,1.05,1.04,8561,3004,2.85,33.44%,07/02/20
PCG,9.45,Call,9.50,07/10/20,8,0.30,0.32,0.35,0.33,9670,3395,2.85,63.11%,07/02/20
JD,61.39,Put,60.00,07/10/20,8,0.59,0.62,0.65,0.62,840,296,2.84,33.33%,07/02/20
VUZI,2.85,Call,2.50,08/21/20,50,0.65,0.73,0.80,0.72,510,180,2.83,134.23%,07/02/20
JPM,92.66,Call,92.00,07/10/20,8,2.02,2.09,2.16,1.99,1338,473,2.83,29.76%,07/02/20
AMZN,2890.3,Put,2750.00,07/10/20,8,6.75,7.03,7.30,7.15,1383,491,2.82,28.86%,07/02/20
TSLA,1208.66,Call,1320.00,07/10/20,8,11.00,11.15,11.30,11.30,4019,1424,2.82,63.73%,07/02/20
GNUS,3.55,Call,4.00,07/24/20,22,0.55,0.65,0.75,0.65,837,300,2.79,234.77%,07/02/20
NIO,9.38,Call,12.00,07/24/20,22,0.68,0.69,0.70,0.65,533,192,2.78,157.90%,07/02/20
BYND,140.72,Put,142.00,07/10/20,8,5.15,5.55,5.95,5.79,778,280,2.78,61.70%,07/02/20
TWTR,30.87,Call,32.00,07/10/20,8,0.31,0.32,0.33,0.31,3038,1092,2.78,39.81%,07/02/20
ABMD,263.84,Call,300.00,07/17/20,15,0.90,1,1.10,1.10,576,208,2.77,46.84%,07/02/20
DOCU,190.99,Put,175.00,07/17/20,15,1.00,1.78,2.55,2.35,528,191,2.76,53.67%,07/02/20
GOOGL,1469.93,Put,1400.00,07/10/20,8,2.40,2.85,3.30,2.65,536,194,2.76,25.99%,07/02/20
AMZN,2890.3,Put,2800.00,07/10/20,8,13.00,13.95,14.90,14.50,2108,765,2.76,27.72%,07/02/20
AMGN,258.24,Put,235.00,08/21/20,50,3.00,3.5,4.00,3.96,567,206,2.75,34.02%,07/02/20
FB,233.42,Put,225.00,07/31/20,29,7.25,7.78,8.30,7.84,581,211,2.75,45.33%,07/02/20
LUV,34.12,Put,33.50,07/10/20,8,0.55,0.72,0.88,0.80,610,222,2.75,54.42%,07/02/20
NGG,58.16,Call,60.00,07/17/20,15,0.35,0.43,0.50,0.44,824,300,2.75,23.42%,07/02/20
NAVI,6.9,Call,7.50,08/21/20,50,0.40,0.43,0.45,0.40,862,314,2.75,61.49%,07/02/20
MRNA,58.57,Put,57.00,07/10/20,8,2.66,2.81,2.95,2.80,596,218,2.73,103.77%,07/02/20
UBER,30.68,Put,31.00,07/10/20,8,0.99,1.09,1.18,1.12,2183,799,2.73,52.55%,07/02/20
PCG,9.45,Call,12.00,12/18/20,169,1.01,1.16,1.30,1.23,1742,641,2.72,78.97%,07/02/20
AAL,12.5,Call,13.00,07/10/20,8,0.42,0.43,0.44,0.44,12250,4501,2.72,87.53%,07/02/20
GNUS,3.55,Call,5.00,07/24/20,22,0.45,0.5,0.55,0.50,541,200,2.71,262.95%,07/02/20
OKTA,207.76,Call,200.00,09/18/20,78,21.55,22.88,24.20,23.19,808,298,2.71,49.95%,07/02/20
WORK,30.31,Put,30.00,07/10/20,8,0.68,0.7,0.72,0.75,1314,485,2.71,50.59%,07/02/20
C,50.55,Call,51.00,07/17/20,15,1.84,1.87,1.89,1.90,2359,870,2.71,51.26%,07/02/20
ACB,12.27,Call,12.50,07/10/20,8,0.33,0.36,0.38,0.38,810,300,2.7,66.30%,07/02/20
TSLA,1208.66,Put,1050.00,07/17/20,15,9.80,10.03,10.25,9.82,891,330,2.7,63.18%,07/02/20
WKHS,20.91,Call,2.50,01/15/21,197,17.80,18.3,18.80,18.30,2993,1110,2.7,62.92%,07/02/20
MSFT,206.26,Call,210.00,07/10/20,8,1.18,1.31,1.44,1.33,21646,8018,2.7,22.71%,07/02/20
GNUS,3.55,Call,1.00,09/18/20,78,2.10,2.53,2.95,2.60,978,364,2.69,186.20%,07/02/20
PCG,9.45,Call,11.00,07/24/20,22,0.26,0.31,0.35,0.30,1383,514,2.69,86.18%,07/02/20
BA,180.81,Put,165.00,07/10/20,8,0.96,0.98,1.00,0.99,2389,887,2.69,56.41%,07/02/20
AAPL,364.11,Call,370.00,07/10/20,8,2.50,2.68,2.85,2.80,19555,7270,2.69,23.92%,07/02/20
BB,4.85,Call,5.00,07/24/20,22,0.00,0.13,0.26,0.22,711,265,2.68,59.58%,07/02/20
GE,6.82,Call,7.00,07/31/20,29,0.37,0.39,0.41,0.40,7397,2763,2.68,62.04%,07/02/20
JPM,92.66,Call,93.00,07/10/20,8,1.56,1.59,1.61,1.54,2071,777,2.67,30.85%,07/02/20
BA,180.81,Put,182.50,07/10/20,8,7.00,7.08,7.15,6.99,2235,838,2.67,57.25%,07/02/20
BABA,223.6,Call,222.50,07/17/20,15,5.80,6.1,6.40,5.90,952,358,2.66,29.18%,07/02/20
AAL,12.5,Put,11.50,07/10/20,8,0.25,0.27,0.28,0.26,3440,1293,2.66,90.52%,07/02/20
JPM,92.66,Call,95.00,07/10/20,8,0.81,0.83,0.84,0.82,4813,1814,2.65,31.34%,07/02/20
AMZN,2890.3,Call,2880.00,07/10/20,8,47.70,51.35,55.00,49.35,946,358,2.64,25.54%,07/02/20
VIAC,23.25,Call,27.00,07/10/20,8,0.05,0.08,0.12,0.11,1452,550,2.64,74.13%,07/02/20
NFLX,476.89,Call,500.00,07/10/20,8,2.40,2.53,2.65,2.48,9460,3580,2.64,34.86%,07/02/20
PENN,30.93,Call,45.00,10/16/20,106,1.60,1.93,2.25,2.12,516,196,2.63,87.38%,07/02/20
BUD,50.11,Call,50.00,08/21/20,50,3.25,3.4,3.55,3.50,680,259,2.63,46.04%,07/02/20
DOCU,190.99,Call,185.00,07/10/20,8,7.95,9.58,11.20,9.50,765,291,2.63,54.04%,07/02/20
FB,233.42,Call,242.50,07/10/20,8,1.44,1.54,1.64,1.48,4764,1810,2.63,33.19%,07/02/20
FB,233.42,Call,235.00,07/10/20,8,3.85,3.97,4.10,3.95,7137,2713,2.63,33.73%,07/02/20
AAPL,364.11,Put,360.00,07/10/20,8,3.05,3.2,3.35,3.35,9962,3794,2.63,24.28%,07/02/20
IO,2.53,Put,2.50,07/17/20,15,0.25,0.28,0.30,0.28,511,195,2.62,145.84%,07/02/20
AMZN,2890.3,Call,3400.00,07/10/20,8,0.00,0.7,1.40,0.95,789,301,2.62,48.63%,07/02/20
DIS,112.18,Put,113.00,07/17/20,15,3.50,3.6,3.70,3.58,1545,591,2.61,35.04%,07/02/20
UPS,114.36,Call,120.00,07/24/20,22,1.10,1.35,1.59,1.21,1855,711,2.61,28.40%,07/02/20
MS,47.79,Put,41.00,08/21/20,50,0.77,0.8,0.83,0.78,520,200,2.6,46.96%,07/02/20
AA,10.97,Call,11.00,07/10/20,8,0.43,0.53,0.62,0.44,757,291,2.6,69.89%,07/02/20
NTNX,23.87,Call,25.00,07/10/20,8,0.16,0.24,0.31,0.29,1284,493,2.6,49.60%,07/02/20
EBAY,54.36,Call,55.00,07/10/20,8,0.64,0.68,0.72,0.68,1810,695,2.6,29.71%,07/02/20
C,50.55,Call,50.00,07/10/20,8,1.45,1.49,1.53,1.48,2631,1012,2.6,39.60%,07/02/20
BA,180.81,Call,320.00,12/18/20,169,4.60,4.8,5.00,4.85,1000,386,2.59,64.47%,07/02/20
TEVA,11.35,Put,11.00,07/10/20,8,0.13,0.16,0.19,0.18,1544,596,2.59,49.53%,07/02/20
ROKU,128.65,Call,127.00,07/10/20,8,4.85,4.98,5.10,5.00,2242,864,2.59,54.33%,07/02/20
MU,49.83,Put,45.00,07/24/20,22,0.41,0.43,0.45,0.46,529,205,2.58,43.79%,07/02/20
BA,180.81,Call,182.50,07/10/20,8,5.30,5.5,5.70,5.45,2220,862,2.58,58.12%,07/02/20
KSS,20.58,Call,23.00,07/10/20,8,0.18,0.19,0.19,0.18,13387,5194,2.58,72.17%,07/02/20
STNG,13.05,Put,13.00,08/21/20,50,1.55,1.63,1.70,1.55,558,217,2.57,82.95%,07/02/20
ZM,261.74,Put,260.00,07/10/20,8,5.40,5.55,5.70,5.50,608,237,2.57,41.35%,07/02/20
TSLA,1208.66,Put,1090.00,07/10/20,8,6.50,6.65,6.80,6.70,638,248,2.57,61.68%,07/02/20
MA,302.42,Call,310.00,07/10/20,8,1.26,1.33,1.40,1.32,650,253,2.57,22.10%,07/02/20
BRK.B,178.83,Call,185.00,07/10/20,8,0.20,0.24,0.28,0.25,1281,498,2.57,18.21%,07/02/20
AAPL,364.11,Call,372.50,07/10/20,8,1.87,2.04,2.20,1.90,6743,2624,2.57,22.91%,07/02/20
AAPL,364.11,Put,320.00,08/07/20,36,0.70,2.35,4.00,3.25,537,210,2.56,39.77%,07/02/20
MCD,183.52,Put,170.00,07/10/20,8,0.13,0.21,0.28,0.21,541,211,2.56,32.88%,07/02/20
TSLA,1208.66,Call,1440.00,07/17/20,15,7.55,8.15,8.75,8.15,809,316,2.56,66.45%,07/02/20
XOM,44.08,Call,44.50,07/10/20,8,0.61,0.65,0.68,0.62,756,297,2.55,30.85%,07/02/20
WMT,119.21,Put,117.00,07/17/20,15,0.83,0.87,0.90,0.95,1118,439,2.55,19.62%,07/02/20
SPCE,16.25,Call,19.50,07/10/20,8,0.09,0.12,0.14,0.10,1187,468,2.54,91.54%,07/02/20
BDX,245.03,Call,250.00,07/17/20,15,3.60,3.9,4.20,3.90,1352,533,2.54,30.02%,07/02/20
SRNE,6.85,Call,7.00,12/18/20,169,2.40,2.45,2.50,2.45,1793,706,2.54,138.48%,07/02/20
NIO,9.38,Call,10.00,07/31/20,29,1.25,1.27,1.29,1.25,1558,616,2.53,141.96%,07/02/20
UPS,114.36,Call,130.00,07/31/20,29,0.51,0.54,0.57,0.57,534,212,2.52,35.15%,07/02/20
BLMN,10.18,Put,5.00,01/15/21,197,0.15,0.7,1.25,0.60,4025,1595,2.52,113.09%,07/02/20
ELF,18.85,Call,30.00,12/18/20,169,0.40,0.45,0.50,0.50,525,209,2.51,56.05%,07/02/20
CRWD,107.27,Call,120.00,08/21/20,50,4.30,4.65,5.00,4.74,883,352,2.51,58.27%,07/02/20
NCLH,15.97,Put,15.50,07/10/20,8,0.50,0.56,0.62,0.61,1006,401,2.51,88.94%,07/02/20
TWTR,30.87,Call,26.00,07/17/20,15,4.90,4.98,5.05,4.96,712,285,2.5,53.72%,07/02/20
TSLA,1208.66,Put,1050.00,07/10/20,8,4.10,4.35,4.60,4.39,1867,746,2.5,68.97%,07/02/20
ROKU,128.65,Call,150.00,08/21/20,50,7.15,7.28,7.40,7.20,5112,2044,2.5,75.85%,07/02/20
SBUX,73.78,Put,72.00,07/10/20,8,0.48,0.57,0.66,0.55,562,226,2.49,29.04%,07/02/20
FANG,41.56,Put,35.00,12/18/20,169,5.10,5.3,5.50,4.98,678,272,2.49,77.50%,07/02/20
MMM,157.04,Call,162.50,07/10/20,8,0.32,0.4,0.48,0.36,692,278,2.49,21.23%,07/02/20
AGNC,12.72,Put,12.00,08/21/20,50,0.44,0.46,0.48,0.46,804,323,2.49,42.60%,07/02/20
COST,305.74,Call,312.50,07/17/20,15,1.70,1.9,2.10,1.86,566,228,2.48,17.55%,07/02/20
GNUS,3.55,Put,2.00,07/17/20,15,0.25,0.28,0.30,0.26,960,387,2.48,380.08%,07/02/20
QCOM,91.87,Call,96.00,07/17/20,15,0.75,0.86,0.97,0.76,1181,476,2.48,29.36%,07/02/20
SPOT,271.49,Call,275.00,07/10/20,8,7.00,7.25,7.50,7.22,1389,560,2.48,54.72%,07/02/20
AMZN,2890.3,Call,3500.00,07/17/20,15,1.50,1.68,1.85,1.61,875,354,2.47,43.87%,07/02/20
BMY,59.14,Call,62.00,07/10/20,8,0.13,0.18,0.23,0.18,709,288,2.46,28.95%,07/02/20
GNUS,3.55,Call,3.00,07/31/20,29,0.85,1.03,1.20,1.09,1098,447,2.46,216.36%,07/02/20
AAPL,364.11,Call,385.00,07/10/20,8,0.35,0.4,0.44,0.44,4974,2026,2.46,25.45%,07/02/20
FB,233.42,Call,247.50,07/10/20,8,0.68,0.83,0.98,0.71,2275,928,2.45,33.58%,07/02/20
PCG,9.45,Call,10.50,07/10/20,8,0.13,0.14,0.14,0.14,5320,2168,2.45,84.64%,07/02/20
MSFT,206.26,Put,210.00,07/10/20,8,4.35,5.03,5.70,5.00,698,286,2.44,22.67%,07/02/20
CCL,15.88,Put,16.50,07/10/20,8,1.11,1.16,1.21,1.16,704,288,2.44,85.42%,07/02/20
WKHS,20.91,Call,2.50,10/16/20,106,18.00,18.4,18.80,18.70,613,252,2.43,270.56%,07/02/20
BAC,23.29,Put,24.50,07/10/20,8,1.29,1.33,1.37,1.34,2214,910,2.43,38.15%,07/02/20
SHOP,1029.97,Call,1050.00,07/17/20,15,31.20,34.1,37.00,36.00,515,213,2.42,53.60%,07/02/20
PDD,93,Call,100.00,09/18/20,78,7.60,7.98,8.35,8.00,1142,473,2.41,62.29%,07/02/20
INO,21.45,Put,21.00,07/10/20,8,1.65,1.7,1.75,1.78,1215,504,2.41,159.95%,07/02/20
TSLA,1208.66,Call,1400.00,07/17/20,15,11.00,11.4,11.80,11.00,1787,741,2.41,64.12%,07/02/20
BA,180.81,Call,205.00,07/10/20,8,1.10,1.11,1.12,1.14,3160,1310,2.41,70.75%,07/02/20
SPCE,16.25,Put,17.00,07/10/20,8,1.08,1.12,1.15,1.14,590,246,2.4,71.97%,07/02/20
ZM,261.74,Put,260.00,07/17/20,15,8.70,9,9.30,8.90,1090,455,2.4,46.56%,07/02/20
FB,233.42,Put,237.50,07/10/20,8,6.65,6.98,7.30,6.95,1972,822,2.4,33.64%,07/02/20
BABA,223.6,Call,240.00,07/31/20,29,1.80,2.14,2.47,2.30,664,278,2.39,30.24%,07/02/20
HD,248.5,Put,245.00,07/10/20,8,1.40,1.69,1.98,1.95,752,314,2.39,23.66%,07/02/20
PLAY,12.74,Call,15.00,01/21/22,568,5.50,5.8,6.10,5.90,1029,431,2.39,107.78%,07/02/20
PDD,93,Put,70.00,10/16/20,106,3.25,3.53,3.80,3.45,1036,434,2.39,66.83%,07/02/20
CRWD,107.27,Call,105.00,07/10/20,8,4.40,4.68,4.95,4.85,1623,680,2.39,57.16%,07/02/20
NFLX,476.89,Call,485.00,07/10/20,8,5.50,6,6.50,5.86,2285,957,2.39,32.76%,07/02/20
FB,233.42,Put,222.50,07/10/20,8,1.24,1.42,1.59,1.42,2121,893,2.38,38.31%,07/02/20
LRN,31.33,Call,32.00,07/17/20,15,1.00,1.2,1.40,1.25,531,224,2.37,60.74%,07/02/20
WMT,119.21,Call,121.00,07/10/20,8,0.46,0.47,0.48,0.43,1969,832,2.37,15.36%,07/02/20
CODX,18.89,Call,20.00,07/10/20,8,0.60,0.65,0.70,0.60,1047,444,2.36,92.57%,07/02/20
ERI,41.2,Call,43.00,07/17/20,15,1.22,1.71,2.20,2.02,1195,507,2.36,82.93%,07/02/20
VALE,10.41,Call,10.50,07/17/20,15,0.30,0.33,0.36,0.34,1094,465,2.35,45.02%,07/02/20
SRNE,6.85,Put,2.00,12/18/20,169,0.25,0.33,0.40,0.32,2610,1109,2.35,178.45%,07/02/20
MDB,225.18,Put,215.00,07/10/20,8,2.35,2.58,2.80,2.72,607,259,2.34,50.96%,07/02/20
SNAP,23.22,Put,22.00,08/21/20,50,1.41,1.44,1.48,1.47,2327,993,2.34,61.30%,07/02/20
AAPL,364.11,Call,377.50,07/10/20,8,0.95,1.02,1.08,1.00,4534,1940,2.34,23.37%,07/02/20
BA,180.81,Call,187.50,07/10/20,8,3.65,3.78,3.90,3.85,2307,992,2.33,61.14%,07/02/20
FB,233.42,Put,225.00,07/10/20,8,1.79,1.86,1.92,1.87,5784,2486,2.33,37.04%,07/02/20
MSFT,206.26,Call,217.50,07/10/20,8,0.14,0.2,0.26,0.23,2233,962,2.32,24.04%,07/02/20
C,50.55,Call,51.00,07/10/20,8,0.95,0.98,1.01,0.99,7411,3193,2.32,39.84%,07/02/20
NIO,9.38,Call,13.00,07/17/20,15,0.40,0.42,0.44,0.44,787,340,2.31,185.74%,07/02/20
PBR,8.48,Put,7.50,07/24/20,22,0.16,0.17,0.18,0.17,1669,724,2.31,66.81%,07/02/20
INO,21.45,Call,24.00,07/10/20,8,0.85,0.89,0.92,0.85,3070,1330,2.31,138.24%,07/02/20
BAC,23.29,Call,23.00,07/10/20,8,0.63,0.65,0.67,0.64,4243,1834,2.31,34.88%,07/02/20
C,50.55,Put,52.00,07/10/20,8,2.05,2.09,2.14,2.17,820,357,2.3,44.01%,07/02/20
AAPL,364.11,Call,382.50,07/10/20,8,0.40,0.5,0.60,0.57,2831,1233,2.3,24.68%,07/02/20
BRK.B,178.83,Put,172.50,07/10/20,8,0.24,0.32,0.39,0.38,518,226,2.29,22.00%,07/02/20
ACB,12.27,Call,13.50,07/10/20,8,0.12,0.14,0.16,0.15,595,260,2.29,74.07%,07/02/20
BABA,223.6,Put,205.00,07/10/20,8,0.30,0.37,0.43,0.36,854,373,2.29,39.14%,07/02/20
JPM,92.66,Put,91.00,07/10/20,8,0.97,1.01,1.04,1.06,905,395,2.29,32.79%,07/02/20
DKNG,33.06,Call,35.50,07/10/20,8,0.60,0.68,0.75,0.70,534,234,2.28,80.87%,07/02/20
LLY,163.87,Call,167.50,07/10/20,8,1.04,1.28,1.52,1.30,661,290,2.28,27.83%,07/02/20
AAPL,364.11,Put,380.00,01/15/21,197,40.90,42.25,43.60,40.65,719,315,2.28,31.16%,07/02/20
FSLY,84.51,Put,70.00,08/21/20,50,6.80,7.2,7.60,7.10,1052,461,2.28,116.59%,07/02/20
NFLX,476.89,Call,505.00,07/10/20,8,1.80,2.16,2.52,2.07,1231,539,2.28,36.98%,07/02/20
FDX,155.48,Put,155.00,07/10/20,8,1.97,2.24,2.50,2.40,755,333,2.27,28.97%,07/02/20
MT,10.94,Call,10.50,07/17/20,15,0.74,0.78,0.81,0.76,1427,629,2.27,58.41%,07/02/20
EBAY,54.36,Call,70.00,08/21/20,50,0.15,0.2,0.24,0.20,525,232,2.26,41.38%,07/02/20
UAL,34.14,Put,34.00,07/10/20,8,1.49,1.62,1.75,1.58,1663,740,2.25,82.27%,07/02/20
BA,180.81,Call,200.00,07/10/20,8,1.52,1.53,1.54,1.54,14164,6308,2.25,67.16%,07/02/20
TSLA,1208.66,Call,1170.00,07/10/20,8,56.90,58.7,60.50,58.00,589,263,2.24,49.97%,07/02/20
IQ,23.82,Call,22.50,12/18/20,169,4.10,4.38,4.65,4.65,670,299,2.24,62.26%,07/02/20
IQ,23.82,Call,25.00,07/10/20,8,0.31,0.32,0.33,0.31,929,415,2.24,52.46%,07/02/20
ROKU,128.65,Call,126.00,07/10/20,8,5.45,5.58,5.70,5.55,1030,460,2.24,54.07%,07/02/20
TSLA,1208.66,Put,700.00,07/10/20,8,0.38,0.47,0.56,0.47,2425,1085,2.24,150.41%,07/02/20
SOLO,3.13,Put,2.50,07/17/20,15,0.35,0.4,0.45,0.38,3624,1619,2.24,289.72%,07/02/20
CS,10.31,Call,17.00,01/21/22,568,0.25,0.3,0.35,0.30,500,225,2.22,32.28%,07/02/20
AMZN,2890.3,Put,2500.00,07/10/20,8,1.00,1.32,1.63,1.34,656,296,2.22,47.52%,07/02/20
FDX,155.48,Put,160.00,08/21/20,50,10.40,10.78,11.15,10.60,1471,664,2.22,35.82%,07/02/20
DOCU,190.99,Call,200.00,01/15/21,197,25.15,26.35,27.55,27.20,3202,1445,2.22,54.32%,07/02/20
NOK,4.44,Call,4.00,07/24/20,22,0.44,0.46,0.49,0.49,685,311,2.2,46.57%,07/02/20
SHOP,1029.97,Call,1100.00,07/10/20,8,9.50,9.65,9.80,9.60,1016,461,2.2,53.36%,07/02/20
BABA,223.6,Call,235.00,07/24/20,22,2.19,2.51,2.82,2.58,636,291,2.19,30.09%,07/02/20
UBER,30.68,Call,31.00,07/10/20,8,0.72,0.77,0.81,0.76,1794,820,2.19,49.80%,07/02/20
BA,180.81,Put,170.00,07/10/20,8,1.94,1.97,2.00,1.95,3504,1597,2.19,56.46%,07/02/20
PCG,9.45,Put,9.50,07/10/20,8,0.30,0.35,0.40,0.36,2566,1178,2.18,60.06%,07/02/20
ROKU,128.65,Call,140.00,07/17/20,15,2.73,2.74,2.75,2.71,12285,5634,2.18,63.95%,07/02/20
TGT,119.12,Call,120.00,07/10/20,8,0.15,0.64,1.13,0.96,1358,625,2.17,18.97%,07/02/20
BA,180.81,Put,185.00,07/10/20,8,8.35,8.52,8.70,8.54,1660,765,2.17,57.96%,07/02/20
NVDA,384.49,Call,375.00,07/10/20,8,12.45,12.98,13.50,13.00,1330,617,2.16,32.11%,07/02/20
WYNN,77.32,Call,79.00,07/17/20,15,3.10,3.33,3.55,3.35,552,257,2.15,65.17%,07/02/20
INTC,59.13,Call,61.00,07/10/20,8,0.23,0.27,0.30,0.25,1090,506,2.15,24.92%,07/02/20
INTC,59.13,Put,60.00,07/10/20,8,1.35,1.41,1.47,1.42,876,410,2.14,26.54%,07/02/20
X,7.07,Call,7.50,07/17/20,15,0.21,0.22,0.24,0.23,2286,1069,2.14,69.34%,07/02/20
PBR,8.48,Put,10.00,08/21/20,50,1.75,1.8,1.85,1.79,10000,4676,2.14,61.44%,07/02/20
PFE,34.51,Call,36.00,07/10/20,8,0.17,0.18,0.18,0.18,12442,5819,2.14,32.56%,07/02/20
SBUX,73.78,Call,74.00,07/10/20,8,1.01,1.16,1.30,1.00,543,255,2.13,25.11%,07/02/20
AKAM,113.12,Call,125.00,08/21/20,50,1.90,2.1,2.30,2.28,545,256,2.13,37.12%,07/02/20
UBER,30.68,Put,30.50,07/10/20,8,0.74,0.83,0.91,0.89,1032,485,2.13,54.37%,07/02/20
NFLX,476.89,Put,455.00,07/10/20,8,2.15,2.22,2.30,2.21,1560,731,2.13,34.13%,07/02/20
TSLA,1208.66,Call,1220.00,07/17/20,15,50.80,51.6,52.40,51.00,767,361,2.12,57.23%,07/02/20
DIS,112.18,Call,113.00,07/10/20,8,1.65,1.79,1.93,1.77,991,469,2.11,32.18%,07/02/20
CCL,15.88,Call,16.50,07/10/20,8,0.43,0.45,0.48,0.48,1590,753,2.11,78.24%,07/02/20
MSFT,206.26,Call,207.50,07/31/20,29,6.05,6.65,7.25,6.00,646,307,2.1,27.92%,07/02/20
FB,233.42,Put,237.50,07/17/20,15,8.45,8.6,8.75,8.85,849,405,2.1,35.18%,07/02/20
WBA,41.98,Call,43.00,07/10/20,8,0.84,0.85,0.86,0.84,1721,821,2.1,51.06%,07/02/20
DAL,27.72,Put,28.00,07/10/20,8,1.17,1.24,1.31,1.31,2482,1181,2.1,71.11%,07/02/20
ROKU,128.65,Call,150.00,09/18/20,78,9.20,9.52,9.85,9.29,801,384,2.09,69.91%,07/02/20
SLM,6.99,Call,8.00,10/16/20,106,0.30,0.4,0.50,0.40,2000,957,2.09,49.65%,07/02/20
AAPL,364.11,Put,367.50,07/10/20,8,5.25,6.13,7.00,6.60,3483,1670,2.09,22.15%,07/02/20
M,6.8,Call,7.00,07/10/20,8,0.22,0.23,0.24,0.23,4620,2208,2.09,78.39%,07/02/20
FB,233.42,Put,235.00,07/31/20,29,11.50,12.2,12.90,11.99,761,366,2.08,43.04%,07/02/20
AUY,5.35,Call,6.00,08/07/20,36,0.15,0.18,0.21,0.20,1084,522,2.08,63.49%,07/02/20
QCOM,91.87,Call,95.00,07/10/20,8,0.42,0.51,0.59,0.47,1543,741,2.08,28.13%,07/02/20
AAPL,364.11,Put,362.50,07/10/20,8,2.90,3.9,4.90,4.15,2415,1159,2.08,23.14%,07/02/20
HD,248.5,Put,242.50,07/10/20,8,1.21,1.31,1.40,1.38,635,307,2.07,25.11%,07/02/20
PCG,9.45,Call,11.00,07/10/20,8,0.09,0.1,0.10,0.10,2724,1314,2.07,94.21%,07/02/20
MRO,6.12,Put,6.00,07/10/20,8,0.15,0.16,0.17,0.16,565,274,2.06,60.23%,07/02/20
TSLA,1208.66,Call,1140.00,07/10/20,8,77.55,80.95,84.35,80.00,1407,682,2.06,50.86%,07/02/20
AMD,52.34,Put,51.00,07/10/20,8,0.57,0.61,0.64,0.60,3258,1580,2.06,37.81%,07/02/20
